series,series_abr,card_num,name,type,class,race,professions,talent,faction,type_tags,rarity,cost,cost_modifier,attack,strike_cost,damage_type,defense,health,rules,wowtcgdb_id,card_image,series_type,ally_faction,talent_restrictions,race_restrictions,profession_restrictions,reputation_restrictions
Heroes of Azeroth,HoA,342,The Missing Diplomat,Quest,Any,,,,Alliance,,U,0,,0,,,0,0,"During your turn, pay 4 to complete this quest.
Reward: Search your deck for an ally card, reveal it, and put it into your hand.",44,HoA_342.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,343,Counterattack!,Quest,Any,,,,Horde,,U,0,,0,,,0,0,"While there are more allies in an opponent's party than in yours, pay 3 to complete this quest.
Reward: Draw two cards.",112,HoA_343.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,344,For the Horde!,Quest,Any,,,,Horde,,U,0,,0,,,0,0,"Pay 1 to complete this quest.
Reward: Horde allies in your party have +1 ATK while attacking this turn.",109,HoA_344.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,345,Torek's Assault,Quest,Any,,,,Horde,,C,0,,0,,,0,0,"If an opposing hero was dealt damage this turn by an ally in your party, pay 1 to complete this quest.
Reward: Draw a card.",243,HoA_345.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,346,"Are We There, Yeti?",Quest,Any,,,,Neutral,,U,0,,0,,,0,0,"Pay 6 to complete this quest.
Reward: Put three Mechanical Yeti ally tokens with 1 ATK and 1 health into play.",6,HoA_346.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,347,Battle of Darrowshire,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Remove three ally cards in your graveyard from the game and pay 1 to complete this quest.
Reward: Draw a card.",43,HoA_347.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,348,Big Game Hunter,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 2 to complete this quest.
Reward: Reveal the top four cards of your deck. Put a revealed equipment card into your hand and the rest on the bottom of your deck.",240,HoA_348.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,349,Blueleaf Tubers,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 2 to complete this quest.
Reward: Shuffle your graveyard into your deck.",314,HoA_349.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,350,Chasing A-Me 01,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 3 to complete this quest.
Reward: Put target ally card from your graveyard into your hand.",127,HoA_350.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,351,A Donation of Wool,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 1 to complete this quest.
Reward: Draw a card, then discard a card.",231,HoA_351.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,352,In Dreams,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 8 to complete this quest.
Reward: Draw three cards.",123,HoA_352.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,353,Into the Maw of Madness,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Destroy Into the Maw of Madness to complete this quest.
Reward: Draw a card.",241,HoA_353.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,354,It's a Secret to Everybody,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 1 to complete this quest.
Reward: Look at the top three cards of your deck. Put one on the top of your deck and the rest on the bottom.",59,HoA_354.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,355,Kibler's Exotic Pets,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 2 to complete this quest.
Reward: Reveal the top three cards of your deck. Put a revealed ally card into your hand and the rest on the bottom of your deck.",94,HoA_355.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,356,The Love Potion,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Exhaust two allies in your party and pay 1 to complete this quest.
Reward: Draw a card.",45,HoA_356.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,357,The Princess Trapped,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 2 to complete this quest.
Reward: Reveal the top two cards of your deck. Target opponent chooses one. Put that card into your hand and the other one on the bottom of your deck.",184,HoA_357.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,358,Sunken Treasure,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 3 to complete this quest.
Reward: Put target equipment card from your graveyard into your hand.",242,HoA_358.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,359,Tooga's Quest,Quest,Any,,,,Neutral,,R,0,,0,,,0,0,"During your turn, pay 3 to complete this quest.
Reward: Put a unique Turtle ally token named Tooga with 1 ATK and 1 health into play. At the start of your next turn, remove Tooga from the game. If you do, draw two cards.",7,HoA_359.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,360,Your Fortune Awaits You,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 3 to complete this quest.
Reward: Draw a card.",5,HoA_360.jpg,Core,Neutral,,,,
Heroes of Azeroth,HoA,361,Zapped Giants,Quest,Any,,,,Neutral,,C,0,,0,,,0,0,"Pay 2 to complete this quest.
Reward: Reveal the top three cards of your deck. Put a revealed ability card into your hand and the rest on the bottom of your deck.",97,HoA_361.jpg,Core,Neutral,,,,
The Dark Portal,TDP,001,Anchorite Kalinna,Hero,Priest,Draenei,"Enchanting, Jewelcrafting",Discipline,Alliance,,U,0,,0,,,0,26,"Pay X, Flip Anchorite Kalinna >>> Destroy target ability with cost X.",566,TDP_001.jpg,Core,Neutral,,,,
The Dark Portal,TDP,002,Grumpherys,Hero,Hunter,Dwarf,"Mining, Engineering",Beast Mastery,Alliance,,U,0,,0,,,0,28,"Pay 3, Flip Grumpherys >>> Your Pets are elusive and untargetable this turn.",563,TDP_002.jpg,Core,Neutral,,,,
The Dark Portal,TDP,003,Nathressa Darkstrider,Hero,Rogue,Night Elf,"Skinning, Leatherworking",Subtlety,Alliance,,U,0,,0,,,0,27,"Pay 1, Flip Nathressa Darkstrider >>> Nathressa has stealth this turn. (Can't protect against her.)",567,TDP_003.jpg,Core,Neutral,,,,
The Dark Portal,TDP,004,Phadalus the Enlightened,Hero,Shaman,Draenei,"Engineering, Jewelcrafting",Restoration,Alliance,,U,0,,0,,,0,28,"Pay 3, Flip Phadalus >>> Put a Totem card from your graveyard into your hand. Use only on your turn.",482,TDP_004.jpg,Core,Neutral,,,,
The Dark Portal,TDP,005,Ruby Gemsparkle,Hero,Mage,Gnome,"Jewelcrafting, Tailoring",Arcane,Alliance,,U,0,,0,,,0,25,"Pay 5, Flip Ruby Gemsparkle >>> Draw two cards.",564,TDP_005.jpg,Core,Neutral,,,,
The Dark Portal,TDP,006,Savin Lightguard,Hero,Paladin,Dwarf,"Mining, Blacksmithing",Retribution,Alliance,,U,0,,0,,,0,29,"Pay 6, Flip Savin Lightguard >>> Destroy all allies that dealt combat damage to Savin this turn.",565,TDP_006.jpg,Core,Neutral,,,,
The Dark Portal,TDP,007,Telrander,Hero,Druid,Night Elf,"Skinning, Leatherworking",Feral,Alliance,,U,0,,0,,,0,27,"Pay 3, Flip Telrander >>> Ready Telrander.  Use only while he's in cat form.",562,TDP_007.jpg,Core,Neutral,,,,
The Dark Portal,TDP,008,Victoria Jaton,Hero,Warrior,Human,"Mining, Jewelcrafting",Arms,Alliance,,U,0,,0,,,0,30,"Pay 2, Flip Victoria Jaton >>> Weapon cards in your hand are instant this turn.",568,TDP_008.jpg,Core,Neutral,,,,
The Dark Portal,TDP,009,Zenith Shadowforce,Hero,Warlock,Human,"Herbalism, Tailoring",Demonology,Alliance,,U,0,,0,,,0,28,"Pay 2, Flip Zenith Shadowforce >>> Turn target opposing hero face down.",559,TDP_009.jpg,Core,Neutral,,,,
The Dark Portal,TDP,010,Aleyah Dawnborn,Hero,Paladin,Blood Elf,"Mining, Enchanting",Holy,Horde,,U,0,,0,,,0,29,"Pay 4, Flip Aleyah Dawnborn >>> When an ally in your party deals combat damage this turn, Aleyah heals that much damage from herself.",481,TDP_010.jpg,Core,Neutral,,,,
The Dark Portal,TDP,011,Azarak Wolfsblood,Hero,Hunter,Orc,"Mining, Engineering",Survival,Horde,,U,0,,0,,,0,28,"Pay X, Flip Azarak Wolfsblood >>> Target hero or ally has -X ATK while in combat with Azarak this turn.",570,TDP_011.jpg,Core,Neutral,,,,
The Dark Portal,TDP,012,Bulkas Wildhorn,Hero,Warrior,Tauren,"Herbalism, Alchemy",Fury,Horde,,U,0,,0,,,0,31,"Pay 3, Flip Bulkas Wildhorn >>> Destroy target ally with damage on it. Use only on your turn.",575,TDP_012.jpg,Core,Neutral,,,,
The Dark Portal,TDP,013,Daspien Bladedancer,Hero,Rogue,Blood Elf,"Mining, Blacksmithing",Combat,Horde,,U,0,,0,,Melee,0,27,"Pay 5, Flip Daspien Bladedancer >>> Daspien deals X melee damage to target hero or ally, where X is the combined ATK of your Melee weapons.",572,TDP_013.jpg,Core,Neutral,,,,
The Dark Portal,TDP,014,Haruka Skycaller,Hero,Shaman,Orc,"Herbalism, Alchemy",Enhancement,Horde,,U,0,,0,,,0,28,"Pay 2, Flip Haruka Skycaller >>> Ready target Melee weapon.",573,TDP_014.jpg,Core,Neutral,,,,
The Dark Portal,TDP,015,Mojo Mender Ja'nah,Hero,Priest,Troll,"Jewelcrafting, Tailoring",Holy,Horde,,U,0,,0,,,0,26,"Pay 2, Flip Mojo Mender Ja'nah >>> Ja'nah heals all damage from target ally.",507,TDP_015.jpg,Core,Neutral,,,,
The Dark Portal,TDP,016,Morganis Blackvein,Hero,Mage,Undead,"Enchanting, Tailoring",Frost,Horde,,U,0,,0,,,0,25,"Pay 4, Flip Morganis Blackvein >>> Opponents can't draw cards this turn.",571,TDP_016.jpg,Core,Neutral,,,,
The Dark Portal,TDP,017,Morova of the Sands,Hero,Druid,Tauren,"Skinning, Leatherworking",Balance,Horde,,U,0,,0,,Nature,0,28,"Pay 10, Flip Morova >>> Morova deals 7 nature damage to target hero or ally.",569,TDP_017.jpg,Core,Neutral,,,,
The Dark Portal,TDP,018,Pagatha Soulbinder,Hero,Warlock,Undead,"Mining, Engineering",Destruction,Horde,,U,0,,0,,,0,28,"Pay 5, Flip Pagatha Soulbinder >>> Interrupt target ally card.",574,TDP_018.jpg,Core,Neutral,,,,
The Dark Portal,TDP,019,Cat Form,Ability,Druid,,,Feral,Neutral,Instant Form (1),C,2,,0,,,0,0,"Ongoing: Your hero is in cat form. (+1 ATK while attacking. Destroy this card when you strike with a weapon or play a non-Feral ability.)
When Cat Form is destroyed, you may pay 2. If you do, put it into your hand at end of turn.",503,TDP_019.jpg,Core,Neutral,,,,
The Dark Portal,TDP,020,Claw,Ability,Druid,,,Feral,Neutral,Instant Combo Form (1),U,4,,0,,Melee,0,0,"Your hero deals 3 melee damage to target hero or ally.
Ongoing: Your hero is in cat form. (+1 ATK while attacking. Destroy this card when you strike with a weapon or play a non-Feral ability.)",616,TDP_020.jpg,Core,Neutral,,,,
The Dark Portal,TDP,021,Cyclone,Ability,Druid,,,Balance,Neutral,Instant,C,1,,0,,,0,0,"Attach to target hero or ally, and put three wind counters on Cyclone.
Ongoing: Attached character can't attack or protect.
At the start of your turn, remove a wind counter from Cyclone. If you removed the last one, destroy Cyclone.",622,TDP_021.jpg,Core,Neutral,,,,
The Dark Portal,TDP,022,Heart of the Wild,Ability,Druid,,,Feral,Neutral,Talent,R,3,,0,,,0,0,"Feral Hero Required
Ongoing: Your hero has +10 health while in bear form.
Your hero has +2 ATK while attacking in cat form.",513,TDP_022.jpg,Core,Neutral,Feral,,,
The Dark Portal,TDP,023,Moonkin Form,Ability,Druid,,,Balance,Neutral,Instant Talent Form (1),R,2,,0,,,0,0,"Balance Hero Required
Ongoing: Each of your armor has +1 DEF.
If your hero would deal damage with a Balance ability, it deals that much damage +1 instead.
When you play a non-Balance ability, destroy Moonkin Form.",491,TDP_023.jpg,Core,Neutral,Balance,,,
The Dark Portal,TDP,024,Nature of the Beast,Ability,Druid,,,Feral,Neutral,,U,1,,0,,,0,0,Ongoing: Your hero has +1 ATK while attacking in bear or cat form.,775,TDP_024.jpg,Core,Neutral,,,,
The Dark Portal,TDP,025,Nature's Majesty,Ability,Druid,,,Balance,Neutral,Instant,C,5,,0,,Nature,0,0,Choose one: Your hero deals 5 nature damage to target hero or ally; or your hero heals 5 damage from target hero or ally.,688,TDP_025.jpg,Core,Neutral,,,,
The Dark Portal,TDP,026,Rake,Ability,Druid,,,Feral,Neutral,Instant Combo,U,1,,0,,Melee,0,0,"Attach to target hero or ally, and your hero deals 1 melee damage to it.
Ongoing: At the start of your turn, if your hero is in cat form, it deals 1 melee damage to attached character.",778,TDP_026.jpg,Core,Neutral,,,,
The Dark Portal,TDP,027,Swiftshift,Ability,Druid,,,Feral,Neutral,Instant,R,4,,0,,,0,0,"Search you deck and/or graveyard for a Form card, reveal it, and put it into you hand.",576,TDP_027.jpg,Core,Neutral,,,,
The Dark Portal,TDP,028,Thorns,Ability,Druid,,,Balance,Neutral,Instant,R,4,,0,,Nature,0,0,"Attach to target hero or ally.
Ongoing: When attached character is dealt combat damage, it deals 1 nature damage to the source of that combat damage.",729,TDP_028.jpg,Core,Neutral,,,,
The Dark Portal,TDP,029,Travel Form,Ability,Druid,,,Feral,Neutral,Instant Form (1),R,2,,0,,,0,0,Ongoing: Exhaust your hero >>> You pay 1 less to complete your next quest this turn.,558,TDP_029.jpg,Core,Neutral,,,,
The Dark Portal,TDP,030,Wrath,Ability,Druid,,,Balance,Neutral,,C,2,,0,,Nature,0,0,Your hero deals 3 nature damage to target hero or ally.,746,TDP_030.jpg,Core,Neutral,,,,
The Dark Portal,TDP,031,Aspect of the Viper,Ability,Hunter,,,Beast Mastery,Neutral,Aspect (1),R,8,,0,,,0,0,"Ongoing: At the end of your turn, you may ready all of your resources.",496,TDP_031.jpg,Core,Neutral,,,,
The Dark Portal,TDP,032,Chops,Ally,Hunter,Boar,,,Neutral,Pet (1),U,3,,3,,Melee,0,4,"When Chops attacks, you may exhaust target hero or ally.",754,TDP_032.jpg,Core,Neutral,,,,
The Dark Portal,TDP,033,Frost Trap,Ability,Hunter,,,Survival,Neutral,Instant,R,4,,0,,,0,0,"Trap (You may exhaust your defending hero rather than pay this card's cost.)
Remove all attackers from combat, and opposing heroes and allies can't attack this turn.",502,TDP_033.jpg,Core,Neutral,,,,
The Dark Portal,TDP,034,Hootie,Ally,Hunter,Owl,,,Neutral,Pet (1),C,2,,2,,Melee,0,2,Opposing heroes and allies have -1 ATK.,651,TDP_034.jpg,Core,Neutral,,,,
The Dark Portal,TDP,035,Immolation Trap,Ability,Hunter,,,Survival,Neutral,Instant,U,3,,0,,Fire,0,0,"Trap (You may exhaust your defending hero rather than play this card's cost.)
Attach to target attacking hero or ally.
Ongoing: At the start of your turn, your hero deals 2 fire damage to attached character.",654,TDP_035.jpg,Core,Neutral,,,,
The Dark Portal,TDP,036,Lightning Reflexes,Ability,Hunter,,,Survival,Neutral,Instant Talent,R,1,,0,,,0,0,"Survival Hero Required
Ongoing: Opposing heroes and allies have -1 ATK while in combat with your hero.",770,TDP_036.jpg,Core,Neutral,Survival,,,
The Dark Portal,TDP,037,Point Blank,Ability,Hunter,,,Marksmanship,Neutral,Instant,C,2,,0,,Ranged,0,0,"If your hero is defending, it deals 3 ranged damage to target attacker.",695,TDP_037.jpg,Core,Neutral,,,,
The Dark Portal,TDP,038,Protect the Master,Ability,Hunter,,,Beast Mastery,Neutral,Instant,U,1,,0,,,0,0,Ongoing: Your Pets have protector.,698,TDP_038.jpg,Core,Neutral,,,,
The Dark Portal,TDP,039,Spirit Bond,Ability,Hunter,,,Beast Mastery,Neutral,Talent,R,1,,0,,,0,0,"Beast Mastery Hero Required
Ongoing: At the start of your turn, if you have a Pet, your hero heals 2 damage from itself and each of your Pets.",718,TDP_039.jpg,Core,Neutral,Beast Mastery,,,
The Dark Portal,TDP,040,Trophy Kill,Ability,Hunter,,,Marksmanship,Neutral,Instant,C,3,,0,,,0,0,Destroy target ally with cost 4 or more.,580,TDP_040.jpg,Core,Neutral,,,,
The Dark Portal,TDP,041,Venomstrike,Ally,Hunter,Scorpid,,,Neutral,Pet (1),R,4,,1,,Melee,0,5,"At the end of each turn, Venomstrike deals 4 nature damage to each hero and ally it dealt damage to this turn.",740,TDP_041.jpg,Core,Neutral,,,,
The Dark Portal,TDP,042,Wing Clip,Ability,Hunter,,,Survival,Neutral,Instant,C,1,,0,,Melee,0,0,Target hero or ally can't attack your hero this turn. Your hero deals 1 melee damage to that character.,744,TDP_042.jpg,Core,Neutral,,,,
The Dark Portal,TDP,043,Arcane Missiles,Ability,Mage,,,Arcane,Neutral,,C,0,+x,0,,Arcane,0,0,"X can't be more than 5.
Your hero deals X arcane damage to target hero or ally.",599,TDP_043.jpg,Core,Neutral,,,,
The Dark Portal,TDP,044,Arcane Power,Ability,Mage,,,Arcane,Neutral,Talent,R,1,,0,,,0,0,"Arcane Hero Required
Ongoing: When you play an ability, you may pay 1. If you do and your hero would deal damage with that ability this turn, it deals that much damage +1 instead.",752,TDP_044.jpg,Core,Neutral,Arcane,,,
The Dark Portal,TDP,045,Arc of Flame,Ability,Mage,,,Fire,Neutral,,C,5,,0,,Fire,0,0,Choose one: Your hero deals 4 fire damage to target ally; or your hero deals 2 fire damage to each of two target allies.,581,TDP_045.jpg,Core,Neutral,,,,
The Dark Portal,TDP,046,Blistering Fire,Ability,Mage,,,Fire,Neutral,,C,1,,0,,Fire,0,0,Your hero deals 3 fire damage to target hero.,605,TDP_046.jpg,Core,Neutral,,,,
The Dark Portal,TDP,047,Conjured Sparkling Water,Ability,Mage,,,Arcane,Neutral,,U,3,,0,,,0,0,"Ongoing: Pay 4, Destroy Conjured Sparkling Water >>> Ready all of your resources.
Pay 1 >>> Target player gains control of Conjured Sparkling Water. Use only on your turn.",755,TDP_047.jpg,Core,Neutral,,,,
The Dark Portal,TDP,048,Dampen Magic,Ability,Mage,,,Arcane,Neutral,Instant,U,2,,0,,,0,0,"Attach to target friendly hero or ally.
Ongoing: If attached character would be dealt damage with an ability, prevent 1 of that damage.",590,TDP_048.jpg,Core,Neutral,,,,
The Dark Portal,TDP,049,Deep Freeze,Ability,Mage,,,Frost,Neutral,,C,2,,0,,Frost,0,0,"Attach to target ally, and your hero deals 2 frost damage to it.
Ongoing: Attached ally can't attack.",627,TDP_049.jpg,Core,Neutral,,,,
The Dark Portal,TDP,050,Evocation,Ability,Mage,,,Arcane,Neutral,,R,1,,0,,,0,0,"Ongoing: Pay 2 >>> Draw a card.
When a card leaves your hand, destroy Evocation.",531,TDP_050.jpg,Core,Neutral,,,,
The Dark Portal,TDP,051,Ice Block,Ability,Mage,,,Frost,Neutral,Instant Talent,R,2,,0,,,0,0,"Frost Hero Required
Ongoing: Prevent all damage that would be dealt to your hero. You can't play cards.
At the start of your turn, destroy Ice Block",652,TDP_051.jpg,Core,Neutral,Frost,,,
The Dark Portal,TDP,052,Mana Shield,Ability,Mage,,,Arcane,Neutral,Instant,R,2,,0,,,0,0,"Ongoing: Pay X, [Exhaust] >>> Prevent the next X combat damage that would be dealt to your hero by allies this turn.",773,TDP_052.jpg,Core,Neutral,,,,
The Dark Portal,TDP,053,Scorch,Ability,Mage,,,Fire,Neutral,,U,0,,0,,Fire,0,0,Your hero deals 1 fire damage to target hero or ally.,782,TDP_053.jpg,Core,Neutral,,,,
The Dark Portal,TDP,054,Spellsteal,Ability,Mage,,,Arcane,Neutral,,R,3,,0,,,0,0,"Gain control of target ability. If it's attached to a hero or ally, you may attach it to another hero or ally.",504,TDP_054.jpg,Core,Neutral,,,,
The Dark Portal,TDP,055,Blessing of Freedom,Ability,Paladin,,,Protection,Neutral,Instant Blessing,C,1,,0,,,0,0,"Attach to target hero or ally in your party.
Ongoing: Attached character is untargetable.
At end of turn, destroy Blessing of Freedom.",518,TDP_055.jpg,Core,Neutral,,,,
The Dark Portal,TDP,056,Blessing of Sacrifice,Ability,Paladin,,,Protection,Neutral,Instant Blessing,R,5,,0,,,0,0,"Attach to target ally in your party.
Ongoing: If attached ally would be dealt damage, that much damage is dealt to your hero instead.",505,TDP_056.jpg,Core,Neutral,,,,
The Dark Portal,TDP,057,Consecration,Ability,Paladin,,,Holy,Neutral,Instant,R,6,,0,,Holy,0,0,Your hero deals 2 holy damage to each hero and ally in target player's party. That damage can't be prevented.,618,TDP_057.jpg,Core,Neutral,,,,
The Dark Portal,TDP,058,Hammer of Wrath,Ability,Paladin,,,Holy,Neutral,Instant,C,1,,0,,Holy,0,0,Your hero deals 3 holy damage to target hero or ally with damage on it. That damage can't be prevented.,649,TDP_058.jpg,Core,Neutral,,,,
The Dark Portal,TDP,059,Illumination,Ability,Paladin,,,Holy,Neutral,Talent,R,4,,0,,,0,0,"Holy Hero Required
Ongoing: When your hero heals damage with an ability from a friendly hero or ally, you may ready up to X of your resources, where X is that ability's cost.",493,TDP_059.jpg,Core,Neutral,Holy,,,
The Dark Portal,TDP,060,Infusion of Light,Ability,Paladin,,,Holy,Neutral,,C,2,,0,,,0,0,"Your hero heals 3 damage from target hero or ally.
Draw a card.",655,TDP_060.jpg,Core,Neutral,,,,
The Dark Portal,TDP,061,Lay on Hands,Ability,Paladin,,,Holy,Neutral,Instant,R,1,,0,,,0,0,Your hero heals all damage from target hero or ally. Exhaust all of your resources. Skip your next turn.,543,TDP_061.jpg,Core,Neutral,,,,
The Dark Portal,TDP,062,Righteous Vengeance,Ability,Paladin,,,Retribution,Neutral,Instant,C,3,,0,,,0,0,Destroy target attacking ally.,706,TDP_062.jpg,Core,Neutral,,,,
The Dark Portal,TDP,063,Seal of Command,Ability,Paladin,,,Retribution,Neutral,Talent Seal (1),R,3,,0,,Holy,0,0,"Retribution Hero Required
Ongoing: When your hero deals combat damage with a weapon to a hero or ally, your hero then deals 2 holy damage to that character.
Pay 1, Destroy Seal of Command >>> Your hero deals 4 holy damage to target exhausted hero or ally.",783,TDP_063.jpg,Core,Neutral,Retribution,,,
The Dark Portal,TDP,064,Seal of the Crusader,Ability,Paladin,,,Retribution,Neutral,Seal (1),U,3,,0,,,0,0,"Ongoing: Your hero has -1 ATK.
When your hero deals combat damage for the first time each turn, you may ready it and one of your Melee weapons.
Pay 1, Destroy Seal of the Crusader >>> Your hero has +2 ATK while attacking this turn.",710,TDP_064.jpg,Core,Neutral,,,,
The Dark Portal,TDP,065,Spiritual Attunement,Ability,Paladin,,,Protection,Neutral,,U,3,,0,,,0,0,"Ongoing: When another hero or ally heals damage from your hero, you may pay 1. If you do, draw a card.",719,TDP_065.jpg,Core,Neutral,,,,
The Dark Portal,TDP,066,Undaunted Defense,Ability,Paladin,,,Protection,Neutral,Instant,U,6,,0,,,0,0,"Ongoing: Your hero has protector.
Prevent all combat damage that would be dealt to your hero while protecting.",734,TDP_066.jpg,Core,Neutral,,,,
The Dark Portal,TDP,067,Brainwash,Ability,Priest,,,Shadow,Neutral,Instant,R,5,,0,,,0,0,Gain control of target attacking ally.,525,TDP_067.jpg,Core,Neutral,,,,
The Dark Portal,TDP,068,Clarity of Thought,Ability,Priest,,,Holy,Neutral,,U,4,,0,,,0,0,Ongoing: [Exhaust] >>> Draw a card. Use only if your hero has no damage on it.,615,TDP_068.jpg,Core,Neutral,,,,
The Dark Portal,TDP,069,Convalescence,Ability,Priest,,,Holy,Neutral,Instant,C,2,,0,,,0,0,Your hero heals all damage from target ally. You may destroy an ability attached to that ally.,526,TDP_069.jpg,Core,Neutral,,,,
The Dark Portal,TDP,070,Greater Heal,Ability,Priest,,,Holy,Neutral,,U,4,,0,,,0,0,Your hero heals 14 damage from target hero or ally.,647,TDP_070.jpg,Core,Neutral,,,,
The Dark Portal,TDP,071,Inner Fire,Ability,Priest,,,Discipline,Neutral,,R,4,,0,,,0,0,"Inner Fire enters play with three charge counters on it.
Ongoing: Prevent all damage that would be dealt to your hero. When damage is prevented this way, remove a charge counter from Inner Fire. If you removed the last one, destroy Inner Fire.",538,TDP_071.jpg,Core,Neutral,,,,
The Dark Portal,TDP,072,Inner Focus,Ability,Priest,,,Discipline,Neutral,Talent,R,3,,0,,,0,0,"Discipline Hero Required
Ongoing: Destroy Inner Focus >>> When you play your next ability this turn, ready up to X of your resources, where X is that ability's cost.",656,TDP_072.jpg,Core,Neutral,Discipline,,,
The Dark Portal,TDP,073,Lightwell,Ability,Priest,,,Holy,Neutral,Talent,R,3,,0,,,0,0,"Holy Hero Required
Ongoing: Friendly heroes and allies have ""[Exhaust] >>> This character heals 2 damage from itselt.""",506,TDP_073.jpg,Core,Neutral,Holy,,,
The Dark Portal,TDP,074,Mana Burn,Ability,Priest,,,Discipline,Neutral,,R,3,,0,,Shadow,0,0,Exhaust all of target player’s ready resources. Your hero deals 1 shadow damage to that player's hero for each resource exhausted this way.,772,TDP_074.jpg,Core,Neutral,,,,
The Dark Portal,TDP,075,Mind Vision,Ability,Priest,,,Shadow,Neutral,,C,1,,0,,,0,0,"Choose an opponent.
Ongoing: That opponent plays with his hand revealed.
When you play a card, destroy Mind Vision. If you do, draw a card.",682,TDP_075.jpg,Core,Neutral,,,,
The Dark Portal,TDP,076,Power Word: Shield,Ability,Priest,,,Discipline,Neutral,Instant,C,1,,0,,,0,0,"Attach to target hero or ally.
Ongoing: Prevent all damage that would be dealt to attached character. When damage is prevented this way, destroy Power Word: Shield.",696,TDP_076.jpg,Core,Neutral,,,,
The Dark Portal,TDP,077,Renew,Ability,Priest,,,Holy,Neutral,Instant,U,1,,0,,,0,0,"Attach to target hero or ally.
Ongoing: At the start of your turn, your hero heals 1 damage from attached character.",702,TDP_077.jpg,Core,Neutral,,,,
The Dark Portal,TDP,078,Shadow Word: Death,Ability,Priest,,,Shadow,Neutral,Instant,C,2,,0,,Shadow,0,0,"Your hero deals 3 shadow damage to target hero or ally. If that character doesn't have fatal damage on it, put 3 damage on your hero.",712,TDP_078.jpg,Core,Neutral,,,,
The Dark Portal,TDP,079,Ambush,Ability,Rogue,,,Assassination,Neutral,Instant Combo,R,3,,0,,Melee,0,0,"Play only if your hero has stealth.
Your hero deals X melee damage to target exhausted hero or ally, where X is 5 plus the ATK of one of your Daggers.",521,TDP_079.jpg,Core,Neutral,,,,
The Dark Portal,TDP,080,Blade Flurry,Ability,Rogue,,,Combat,Neutral,Talent,R,4,,0,,,0,0,"Combat Hero Required
Ongoing: When your hero deals combat damage with a weapon to an ally, you may have your hero deal that much melee damage to another target hero or ally.",515,TDP_080.jpg,Core,Neutral,Combat,,,
The Dark Portal,TDP,081,Distract,Ability,Rogue,,,Subtlety,Neutral,,C,3,,0,,,0,0,Exhaust all allies in target player's party. Each of those allies can't ready during its controller's next ready step.,528,TDP_081.jpg,Core,Neutral,,,,
The Dark Portal,TDP,082,Kick,Ability,Rogue,,,Combat,Neutral,Instant,R,3,,0,,Melee,0,0,"Your hero deals 2 melee damage to target hero or ally. If you targeted a hero, you may interrupt an ability card played by its controller.",509,TDP_082.jpg,Core,Neutral,,,,
The Dark Portal,TDP,083,Master of Deception,Ability,Rogue,,,Subtlety,Neutral,Talent,R,2,,0,,,0,0,"Subtlety Hero Required
Ongoing: Your hero has stealth. (Can't protect against it.)",680,TDP_083.jpg,Core,Neutral,Subtlety,,,
The Dark Portal,TDP,084,Mind-numbing Poison,Ability,Rogue,,,Poison,Neutral,Instant,U,3,,0,,,0,0,"Attach to target hero that was dealt combat damage by your hero this turn.
Ongoing: At the start of attached hero's controller's turn, that player exhausts one of his ready resources.",544,TDP_084.jpg,Core,Neutral,,,,
The Dark Portal,TDP,085,Prey on the Weak,Ability,Rogue,,,Assassination,Neutral,Instant,C,2,,0,,,0,0,Destroy target ally wth cost 4 or less.,697,TDP_085.jpg,Core,Neutral,,,,
